timestamp,avg_tegangan,avg_arus,avg_daya,max_daya,energi_kwh,avg_frekuensi,avg_pf
2025-02-01 06:30:00,219.67,3.0310,665.80,1464.40,0.166451,50.11,0.908
2025-02-01 06:45:00,226.65,2.4667,559.07,817.37,0.139767,50.06,0.943
2025-02-01 07:00:00,219.01,2.3051,504.86,1012.71,0.126215,49.95,0.902
2025-02-01 07:15:00,221.23,2.8457,629.56,1416.14,0.157390,49.99,0.891
2025-02-01 07:30:00,226.68,2.4848,563.25,965.35,0.140812,49.90,0.916
2025-02-01 07:45:00,222.48,2.0675,459.97,834.88,0.114992,49.91,0.979
2025-02-01 08:00:00,223.40,2.5084,560.38,1130.79,0.140095,50.13,0.865
2025-02-01 08:15:00,219.86,2.5300,556.25,1176.59,0.139063,50.02,0.869
2025-02-01 08:30:00,224.92,2.9217,657.17,1100.86,0.164292,50.12,0.978
2025-02-01 08:45:00,226.00,2.5870,584.66,1129.99,0.146166,49.96,0.877
2025-02-01 09:00:00,220.58,3.8586,851.14,1769.72,0.212785,50.04,0.845
2025-02-01 09:15:00,219.58,3.1076,682.35,982.71,0.170588,50.12,0.896
2025-02-01 09:30:00,218.01,3.6515,796.06,1565.34,0.199016,50.02,0.937
2025-02-01 09:45:00,227.93,3.7025,843.91,1407.29,0.210977,49.91,0.946
2025-02-01 10:00:00,220.84,4.4478,982.26,2103.16,0.245566,49.91,0.960
2025-02-01 10:15:00,221.39,5.2730,1167.40,1911.90,0.291851,49.83,0.827
2025-02-01 10:30:00,226.99,5.2761,1197.62,2178.19,0.299404,49.96,0.958
2025-02-01 10:45:00,219.50,4.3536,955.61,1659.94,0.238904,50.16,0.868
2025-02-01 11:00:00,218.58,6.6358,1450.44,2423.67,0.362611,49.83,0.947
2025-02-01 11:15:00,224.29,5.0013,1121.73,2365.43,0.280433,49.96,0.859
2025-02-01 11:30:00,222.04,4.9263,1093.85,1819.69,0.273462,49.87,0.831
2025-02-01 11:45:00,218.15,5.8874,1284.34,2384.19,0.321086,50.15,0.831
2025-02-01 12:00:00,225.63,7.3439,1657.03,3268.82,0.414257,49.90,0.912
2025-02-01 12:15:00,224.72,5.7322,1288.15,2376.49,0.322037,49.98,0.852
2025-02-01 12:30:00,227.15,6.5973,1498.59,2798.91,0.374647,49.92,0.834
2025-02-01 12:45:00,224.00,6.4346,1441.32,3008.14,0.360330,50.04,0.874
2025-02-01 13:00:00,225.38,6.6651,1502.14,3075.97,0.375536,49.94,0.892
2025-02-01 13:15:00,219.38,6.7017,1470.19,2502.66,0.367549,50.14,0.900
2025-02-01 13:30:00,223.28,5.9220,1322.26,2274.05,0.330566,50.18,0.878
2025-02-01 13:45:00,221.63,6.2857,1393.11,2278.54,0.348276,50.00,0.843
2025-02-01 14:00:00,219.24,5.2811,1157.85,2206.78,0.289462,50.08,0.962
2025-02-01 14:15:00,221.72,5.8835,1304.50,2249.80,0.326126,50.10,0.906
2025-02-01 14:30:00,217.58,5.3531,1164.71,2173.65,0.291176,50.06,0.838
2025-02-01 14:45:00,227.19,5.9374,1348.90,2025.30,0.337225,49.90,0.955
2025-02-01 15:00:00,218.86,4.2595,932.24,1982.49,0.233059,50.09,0.894
2025-02-01 15:15:00,218.84,4.5586,997.61,1513.35,0.249403,49.93,0.938
2025-02-01 15:30:00,226.63,5.0198,1137.64,2499.38,0.284411,50.02,0.918
2025-02-01 15:45:00,223.18,5.0649,1130.39,2459.59,0.282598,49.84,0.892
2025-02-01 16:00:00,218.48,4.5690,998.23,2289.61,0.249558,50.06,0.954
2025-02-01 16:15:00,223.05,2.8425,634.02,1300.43,0.158506,50.02,0.856
2025-02-01 16:30:00,226.60,3.1716,718.67,1485.20,0.179667,50.10,0.938
2025-02-01 16:45:00,225.72,2.8257,637.82,1142.99,0.159455,49.91,0.847
2025-02-01 17:00:00,224.01,1.9845,444.54,677.76,0.111135,50.01,0.906
2025-02-01 17:15:00,219.06,1.9506,427.28,639.47,0.106820,49.98,0.911
2025-02-01 17:30:00,223.04,1.7381,387.67,771.61,0.096918,49.98,0.883
2025-02-01 17:45:00,222.17,1.8689,415.22,693.09,0.103804,49.94,0.915
2025-02-01 18:00:00,224.11,1.5258,341.95,722.31,0.085487,50.01,0.825
2025-02-01 18:15:00,220.51,1.4302,315.36,627.38,0.078840,49.88,0.871
2025-02-01 18:30:00,219.49,1.3836,303.69,524.95,0.075922,50.15,0.901
2025-02-01 18:45:00,223.80,1.4733,329.71,647.84,0.082428,50.12,0.892
2025-02-01 19:00:00,224.19,1.5986,358.39,702.71,0.089598,49.93,0.908
2025-02-01 19:15:00,222.85,1.3800,307.54,557.74,0.076884,49.87,0.880
2025-02-01 19:30:00,227.43,1.5340,348.89,577.62,0.087222,49.90,0.921
2025-02-01 19:45:00,223.38,1.5056,336.32,558.96,0.084080,50.16,0.935
2025-02-01 20:00:00,223.47,1.6559,370.04,726.15,0.092511,49.87,0.868
2025-02-01 20:15:00,222.86,1.5752,351.05,753.91,0.087763,50.17,0.849
2025-02-01 20:30:00,220.48,1.6090,354.76,507.94,0.088691,50.03,0.898
2025-02-01 20:45:00,221.44,2.1850,483.85,911.87,0.120964,50.19,0.905
2025-02-01 21:00:00,225.81,1.7750,400.82,739.56,0.100205,49.82,0.955
2025-02-01 21:15:00,227.18,1.6328,370.94,568.94,0.092735,50.04,0.905
2025-02-01 21:30:00,227.54,1.5133,344.35,561.00,0.086087,49.92,0.854
2025-02-01 21:45:00,217.54,1.7998,391.52,592.23,0.097879,50.13,0.865
2025-02-01 22:00:00,217.71,2.1302,463.76,665.00,0.115941,50.10,0.909
2025-02-01 22:15:00,218.63,2.2233,486.09,843.64,0.121523,50.08,0.859
2025-02-01 22:30:00,227.01,1.9505,442.78,670.82,0.110695,49.86,0.857
2025-02-01 22:45:00,225.54,2.1546,485.95,1007.66,0.121487,50.07,0.860
2025-02-01 23:00:00,221.74,4.9574,1099.24,1716.96,0.274810,49.84,0.858
2025-02-01 23:15:00,221.71,5.0762,1125.44,2432.20,0.281361,49.81,0.979
2025-02-01 23:30:00,225.82,5.0927,1150.02,2512.32,0.287505,49.95,0.866
2025-02-01 23:45:00,224.39,4.2311,949.43,1618.60,0.237358,49.86,0.900
2025-02-02 00:00:00,223.60,5.5251,1235.43,2398.40,0.308858,49.86,0.914
2025-02-02 00:15:00,225.91,5.8760,1327.45,2592.15,0.331863,49.82,0.933
2025-02-02 00:30:00,218.67,5.2351,1144.77,2514.11,0.286193,50.19,0.858
2025-02-02 00:45:00,218.36,5.4953,1199.95,1813.17,0.299987,49.80,0.857
2025-02-02 01:00:00,226.66,7.2376,1640.45,2841.48,0.410111,50.03,0.839
2025-02-02 01:15:00,227.05,6.9447,1576.79,2109.18,0.394198,50.00,0.922
2025-02-02 01:30:00,220.23,3.7987,836.59,1756.11,0.209147,49.83,0.939
2025-02-02 01:45:00,217.85,4.5178,984.21,2138.51,0.246053,50.10,0.869
2025-02-02 02:00:00,221.67,2.7822,616.74,988.40,0.154186,49.88,0.947
2025-02-02 02:15:00,225.20,2.6017,585.90,920.67,0.146475,49.84,0.900
2025-02-02 02:30:00,227.30,2.7569,626.65,954.39,0.156663,50.16,0.957
2025-02-02 02:45:00,222.61,2.6292,585.28,1076.81,0.146320,49.99,0.916
2025-02-02 03:00:00,220.59,2.1103,465.52,804.64,0.116380,50.10,0.974
2025-02-02 03:15:00,226.33,2.2957,519.59,802.87,0.129897,50.08,0.824
2025-02-02 03:30:00,222.56,2.2509,500.96,1002.55,0.125239,50.02,0.922
2025-02-02 03:45:00,218.00,2.2239,484.80,1051.30,0.121201,49.85,0.885
2025-02-02 04:00:00,227.42,2.3557,535.73,965.64,0.133933,50.15,0.965
2025-02-02 04:15:00,221.27,2.2639,500.94,935.13,0.125236,49.96,0.893
2025-02-02 04:30:00,220.31,2.6228,577.82,1229.71,0.144456,50.05,0.843
2025-02-02 04:45:00,223.82,2.2141,495.56,1063.00,0.123889,49.94,0.912
2025-02-02 05:00:00,221.70,3.1147,690.52,1204.74,0.172629,49.84,0.946
2025-02-02 05:15:00,226.63,3.2967,747.11,1065.94,0.186778,50.15,0.889
2025-02-02 05:30:00,221.80,2.9446,653.11,1234.38,0.163278,50.02,0.887
2025-02-02 05:45:00,222.34,2.9659,659.42,1126.42,0.164856,50.03,0.964
2025-02-02 06:00:00,217.59,3.0039,653.61,1130.15,0.163402,49.85,0.927
2025-02-02 06:15:00,221.90,2.6308,583.76,1101.29,0.145940,50.05,0.867
2025-02-02 06:30:00,220.78,2.9837,658.75,955.83,0.164688,49.97,0.970
2025-02-02 06:45:00,220.37,2.4808,546.69,1064.76,0.136673,50.14,0.915
2025-02-02 07:00:00,226.98,4.0803,926.15,2070.43,0.231537,49.82,0.860
2025-02-02 07:15:00,219.89,2.0222,444.65,925.03,0.111163,50.09,0.898
2025-02-02 07:30:00,221.24,2.1455,474.66,667.36,0.118665,49.94,0.931
2025-02-02 07:45:00,223.52,2.1990,491.52,792.05,0.122880,50.14,0.921
2025-02-02 08:00:00,225.58,2.5073,565.60,1005.74,0.141399,49.86,0.979
2025-02-02 08:15:00,219.44,2.9907,656.29,1149.07,0.164072,49.92,0.857
2025-02-02 08:30:00,223.99,2.5946,581.17,956.58,0.145293,50.05,0.922
2025-02-02 08:45:00,223.15,2.9068,648.64,1311.69,0.162161,50.16,0.892
2025-02-02 09:00:00,222.57,3.9387,876.65,1387.11,0.219162,50.10,0.976
2025-02-02 09:15:00,219.41,5.1394,1127.67,2294.95,0.281917,49.99,0.944
2025-02-02 09:30:00,226.09,3.7765,853.82,1411.35,0.213454,50.13,0.841
2025-02-02 09:45:00,226.17,3.4086,770.90,1628.54,0.192726,50.20,0.879
2025-02-02 10:00:00,220.54,4.6169,1018.23,1814.92,0.254557,49.85,0.878
2025-02-02 10:15:00,222.93,5.0260,1120.42,1669.56,0.280106,49.93,0.899
2025-02-02 10:30:00,218.32,4.6053,1005.42,1733.26,0.251356,50.00,0.948
2025-02-02 10:45:00,218.96,5.6156,1229.61,2159.11,0.307401,50.19,0.939
2025-02-02 11:00:00,224.33,5.1078,1145.84,1617.80,0.286460,50.15,0.906
2025-02-02 11:15:00,225.10,5.7171,1286.91,2442.88,0.321728,50.12,0.929
2025-02-02 11:30:00,218.90,5.6650,1240.04,1947.07,0.310011,49.85,0.958
2025-02-02 11:45:00,218.67,6.0169,1315.72,2847.75,0.328930,50.03,0.949
2025-02-02 12:00:00,226.30,7.2879,1649.29,2444.36,0.412322,50.07,0.980
2025-02-02 12:15:00,218.17,11.3522,2476.73,5128.80,0.619184,50.01,0.943
2025-02-02 12:30:00,226.47,5.4479,1233.80,2404.90,0.308450,49.87,0.894
2025-02-02 12:45:00,224.37,6.5027,1459.03,2700.06,0.364756,49.99,0.937
2025-02-02 13:00:00,224.90,6.6230,1489.53,3268.68,0.372382,49.93,0.962
2025-02-02 13:15:00,218.71,6.1830,1352.28,2746.24,0.338069,49.93,0.890
2025-02-02 13:30:00,226.07,5.6007,1266.12,2145.02,0.316531,49.95,0.890
2025-02-02 13:45:00,227.17,6.2639,1422.96,2551.66,0.355741,50.15,0.886
2025-02-02 14:00:00,222.09,6.1310,1361.62,2670.13,0.340406,49.89,0.919
2025-02-02 14:15:00,218.32,6.5434,1428.55,2021.69,0.357137,50.02,0.961
2025-02-02 14:30:00,225.37,6.2493,1408.41,2511.11,0.352102,50.05,0.942
2025-02-02 14:45:00,222.24,5.5659,1236.95,2185.63,0.309239,50.07,0.828
2025-02-02 15:00:00,224.11,5.0974,1142.38,2423.42,0.285594,49.83,0.943
2025-02-02 15:15:00,225.97,4.2680,964.43,1461.86,0.241107,50.14,0.869
2025-02-02 15:30:00,221.07,3.9205,866.68,1598.34,0.216671,49.94,0.901
2025-02-02 15:45:00,225.93,3.9583,894.30,1462.07,0.223575,50.18,0.833
2025-02-02 16:00:00,222.83,2.4914,555.17,1044.60,0.138793,50.15,0.917
2025-02-02 16:15:00,221.92,2.7379,607.59,1277.86,0.151897,49.93,0.829
2025-02-02 16:30:00,227.99,2.3800,542.61,1080.87,0.135652,50.09,0.901
2025-02-02 16:45:00,223.35,3.0435,679.76,1008.87,0.169941,50.08,0.821
2025-02-02 17:00:00,223.19,1.6565,369.72,638.08,0.092429,50.00,0.847
2025-02-02 17:15:00,222.65,2.9685,660.94,1027.58,0.165234,49.87,0.975
2025-02-02 17:30:00,225.73,1.5185,342.77,541.47,0.085693,50.07,0.917
2025-02-02 17:45:00,218.83,1.5241,333.51,584.13,0.083378,49.92,0.958
2025-02-02 18:00:00,220.70,1.4845,327.64,512.99,0.081909,50.19,0.825
2025-02-02 18:15:00,219.42,1.4711,322.79,640.77,0.080699,49.99,0.974
2025-02-02 18:30:00,225.42,1.4343,323.31,522.86,0.080828,50.00,0.942
2025-02-02 18:45:00,224.86,1.6124,362.58,582.39,0.090644,50.12,0.917
2025-02-02 19:00:00,223.15,1.4207,317.02,459.70,0.079255,50.18,0.961
2025-02-02 19:15:00,222.21,1.3253,294.49,473.77,0.073623,49.83,0.829
2025-02-02 19:30:00,220.24,1.3154,289.71,436.00,0.072427,49.90,0.936
2025-02-02 19:45:00,221.04,1.2413,274.37,526.68,0.068593,50.18,0.875
2025-02-02 20:00:00,225.59,1.4241,321.26,485.27,0.080314,49.96,0.921
2025-02-02 20:15:00,219.14,1.4395,315.44,527.40,0.078861,49.85,0.946
2025-02-02 20:30:00,221.87,1.2442,276.06,569.51,0.069016,49.97,0.838
2025-02-02 20:45:00,225.20,1.4973,337.18,645.09,0.084295,50.18,0.917
2025-02-02 21:00:00,225.56,1.3980,315.33,602.13,0.078834,50.11,0.851
2025-02-02 21:15:00,226.70,1.5549,352.50,682.43,0.088124,50.04,0.881
2025-02-02 21:30:00,220.16,1.3973,307.64,437.92,0.076909,49.99,0.913
2025-02-02 21:45:00,225.08,1.6257,365.91,519.24,0.091478,50.16,0.880
2025-02-02 22:00:00,222.52,1.6086,357.94,772.52,0.089484,49.89,0.973
2025-02-02 22:15:00,220.93,1.8133,400.63,627.27,0.100156,49.83,0.970
2025-02-02 22:30:00,219.53,1.7430,382.63,829.24,0.095658,50.14,0.931
2025-02-02 22:45:00,224.12,1.5655,350.87,641.39,0.087718,50.02,0.892
2025-02-02 23:00:00,223.06,6.0016,1338.69,3565.31,0.334673,50.01,0.901
2025-02-02 23:15:00,223.33,3.6359,812.00,1227.19,0.203000,50.12,0.922
2025-02-02 23:30:00,219.25,3.8851,851.81,1415.62,0.212952,49.91,0.958
2025-02-02 23:45:00,224.83,3.8712,870.37,1876.24,0.217592,50.11,0.942
2025-02-03 00:00:00,226.54,4.1068,930.36,1502.78,0.232591,49.98,0.958
2025-02-03 00:15:00,219.12,4.8623,1065.44,2286.76,0.266359,50.09,0.887
2025-02-03 00:30:00,222.14,6.3180,1403.49,3128.01,0.350872,50.09,0.867
2025-02-03 00:45:00,222.52,4.2176,938.51,1360.64,0.234627,49.95,0.869
2025-02-03 01:00:00,220.64,3.5998,794.27,1538.40,0.198568,49.83,0.933
2025-02-03 01:15:00,226.46,3.6963,837.04,1298.39,0.209261,49.99,0.859
2025-02-03 01:30:00,218.58,3.6147,790.09,1111.17,0.197523,50.05,0.941
2025-02-03 01:45:00,224.17,3.7221,834.39,1441.46,0.208598,49.96,0.866
2025-02-03 02:00:00,221.01,2.5183,556.58,856.33,0.139144,49.93,0.906
2025-02-03 02:15:00,226.54,2.1146,479.05,723.05,0.119762,50.09,0.890
2025-02-03 02:30:00,222.55,2.1966,488.85,917.77,0.122213,50.06,0.891
2025-02-03 02:45:00,224.85,2.5047,563.18,872.42,0.140794,49.92,0.842
2025-02-03 03:00:00,223.48,2.2651,506.20,757.88,0.126551,49.99,0.915
2025-02-03 03:15:00,219.64,2.1773,478.24,979.65,0.119559,49.92,0.963
2025-02-03 03:30:00,220.42,1.9078,420.52,780.09,0.105129,49.99,0.890
2025-02-03 03:45:00,227.63,2.1722,494.45,1042.15,0.123613,50.05,0.965
2025-02-03 04:00:00,218.57,2.5182,550.40,844.68,0.137600,50.19,0.894
2025-02-03 04:15:00,220.53,2.5656,565.79,1010.20,0.141448,50.13,0.927
2025-02-03 04:30:00,220.87,2.3269,513.94,806.15,0.128484,50.12,0.825
2025-02-03 04:45:00,225.45,2.4668,556.16,921.09,0.139039,49.81,0.939
2025-02-03 05:00:00,225.24,2.8111,633.18,1157.16,0.158296,49.95,0.947
2025-02-03 05:15:00,220.35,2.9286,645.32,1324.50,0.161331,49.82,0.857
2025-02-03 05:30:00,222.05,2.4427,542.40,1064.86,0.135599,50.14,0.858
2025-02-03 05:45:00,224.83,4.6707,1050.09,2302.63,0.262523,50.14,0.979
2025-02-03 06:00:00,219.98,2.1318,468.97,663.97,0.117242,50.07,0.919
2025-02-03 06:15:00,221.94,2.7271,605.26,1079.10,0.151314,50.07,0.902
2025-02-03 06:30:00,224.83,2.1608,485.82,727.35,0.121455,49.80,0.925
2025-02-03 06:45:00,221.38,2.2855,505.97,1026.44,0.126492,49.87,0.845
2025-02-03 07:00:00,225.07,2.2797,513.10,748.72,0.128275,50.01,0.884
2025-02-03 07:15:00,219.89,2.1550,473.86,715.41,0.118464,50.08,0.835
2025-02-03 07:30:00,224.80,3.0959,695.96,952.02,0.173989,49.97,0.823
2025-02-03 07:45:00,218.50,2.1834,477.08,792.02,0.119269,49.80,0.862
2025-02-03 08:00:00,225.35,2.3940,539.48,764.63,0.134870,49.89,0.888
2025-02-03 08:15:00,226.84,2.4265,550.43,940.06,0.137607,49.82,0.895
2025-02-03 08:30:00,217.57,2.4365,530.11,834.19,0.132529,50.20,0.879
2025-02-03 08:45:00,220.18,2.2872,503.60,846.51,0.125899,50.19,0.922
2025-02-03 09:00:00,222.79,3.0497,679.42,1304.47,0.169856,50.06,0.950
2025-02-03 09:15:00,224.63,2.4995,561.46,1135.91,0.140365,50.13,0.836
2025-02-03 09:30:00,224.38,3.2011,718.24,1368.86,0.179559,49.83,0.864
2025-02-03 09:45:00,224.67,2.9583,664.65,1204.48,0.166163,50.13,0.860
2025-02-03 10:00:00,225.56,6.2456,1408.74,2401.32,0.352185,50.20,0.926
2025-02-03 10:15:00,220.77,4.2072,928.82,1448.17,0.232204,50.10,0.966
2025-02-03 10:30:00,227.77,3.6856,839.45,1690.38,0.209863,50.09,0.826
2025-02-03 10:45:00,219.69,4.6754,1027.14,1911.43,0.256785,50.20,0.843
2025-02-03 11:00:00,224.76,4.0669,914.08,1817.91,0.228519,50.19,0.928
2025-02-03 11:15:00,225.33,5.0613,1140.46,1690.93,0.285114,49.82,0.898
2025-02-03 11:30:00,227.10,4.7335,1074.99,1936.69,0.268747,49.83,0.977
2025-02-03 11:45:00,223.88,5.2416,1173.48,1774.48,0.293369,50.18,0.835
2025-02-03 12:00:00,220.12,4.9572,1091.21,1749.82,0.272802,50.11,0.932
2025-02-03 12:15:00,226.98,5.6269,1277.18,2016.81,0.319296,50.19,0.836
2025-02-03 12:30:00,221.80,5.0876,1128.44,2325.87,0.282110,50.18,0.939
2025-02-03 12:45:00,219.92,5.8022,1276.02,2560.77,0.319006,49.87,0.900
2025-02-03 13:00:00,227.62,4.6629,1061.39,1762.68,0.265348,50.03,0.902
2025-02-03 13:15:00,222.91,5.8579,1305.77,1981.69,0.326444,49.93,0.956
2025-02-03 13:30:00,224.77,5.0910,1144.29,1700.91,0.286073,49.90,0.878
2025-02-03 13:45:00,218.39,5.1047,1114.82,1983.88,0.278705,50.05,0.953
2025-02-03 14:00:00,218.92,4.1225,902.52,1496.23,0.225630,50.15,0.858
2025-02-03 14:15:00,225.20,4.9155,1106.95,1640.70,0.276737,50.08,0.907
2025-02-03 14:30:00,224.51,6.8547,1538.91,3519.52,0.384727,49.96,0.946
2025-02-03 14:45:00,219.38,4.7140,1034.15,2063.24,0.258538,49.93,0.828
2025-02-03 15:00:00,224.35,4.2267,948.26,1385.36,0.237065,49.93,0.846
2025-02-03 15:15:00,221.39,3.9786,880.82,1318.50,0.220206,49.96,0.861
2025-02-03 15:30:00,219.29,4.0957,898.14,1498.85,0.224536,50.14,0.941
2025-02-03 15:45:00,221.23,4.2447,939.06,1689.15,0.234765,50.12,0.922
2025-02-03 16:00:00,220.06,2.6613,585.67,1126.95,0.146417,50.12,0.943
2025-02-03 16:15:00,226.69,2.1419,485.54,862.49,0.121384,49.96,0.910
2025-02-03 16:30:00,221.91,3.7962,842.40,1219.51,0.210601,49.86,0.872
2025-02-03 16:45:00,219.43,2.7394,601.11,965.66,0.150278,49.83,0.845
2025-02-03 17:00:00,223.03,1.3742,306.48,464.54,0.076620,49.91,0.887
2025-02-03 17:15:00,227.95,2.2213,506.34,823.75,0.126584,49.81,0.933
2025-02-03 17:30:00,224.53,1.6440,369.12,676.90,0.092280,49.84,0.914
2025-02-03 17:45:00,222.16,1.7901,397.69,654.46,0.099423,50.04,0.953
2025-02-03 18:00:00,226.92,1.5857,359.83,613.76,0.089958,50.16,0.824
2025-02-03 18:15:00,224.61,1.3490,303.00,662.25,0.075749,50.05,0.837
2025-02-03 18:30:00,217.80,1.6296,354.92,677.93,0.088730,50.00,0.956
2025-02-03 18:45:00,222.25,1.3951,310.06,537.21,0.077515,49.95,0.927
2025-02-03 19:00:00,221.23,1.2223,270.41,389.12,0.067603,49.81,0.949
2025-02-03 19:15:00,224.58,1.5193,341.21,609.54,0.085302,50.13,0.822
2025-02-03 19:30:00,221.31,1.3018,288.09,481.64,0.072023,49.85,0.932
2025-02-03 19:45:00,227.75,1.4856,338.34,703.38,0.084585,50.06,0.856
2025-02-03 20:00:00,226.39,1.4125,319.77,646.88,0.079942,50.09,0.929
2025-02-03 20:15:00,219.45,1.2707,278.86,406.06,0.069715,49.85,0.971
2025-02-03 20:30:00,220.78,1.4324,316.25,460.38,0.079062,50.16,0.909
2025-02-03 20:45:00,222.41,2.5266,561.95,1175.51,0.140487,49.90,0.890
2025-02-03 21:00:00,224.88,1.4540,326.98,689.57,0.081745,49.92,0.839
2025-02-03 21:15:00,226.06,1.2613,285.14,552.94,0.071285,50.09,0.823
2025-02-03 21:30:00,223.49,1.4243,318.31,502.25,0.079577,50.08,0.836
2025-02-03 21:45:00,224.69,1.4426,324.14,455.56,0.081034,50.13,0.963
2025-02-03 22:00:00,225.07,1.9089,429.64,650.34,0.107410,49.81,0.869
2025-02-03 22:15:00,223.10,1.6550,369.23,721.44,0.092306,50.18,0.890
2025-02-03 22:30:00,226.81,1.8500,419.59,919.25,0.104897,50.02,0.935
2025-02-03 22:45:00,220.61,1.8967,418.43,899.29,0.104607,49.85,0.936
2025-02-03 23:00:00,223.68,3.8256,855.71,1836.02,0.213928,49.98,0.867
2025-02-03 23:15:00,222.25,4.2817,951.62,1350.55,0.237906,49.82,0.861
2025-02-03 23:30:00,219.74,4.3944,965.64,1900.01,0.241409,50.03,0.849
2025-02-03 23:45:00,222.07,3.8041,844.75,1185.61,0.211188,49.82,0.855
2025-02-04 00:00:00,224.10,4.5268,1014.47,1853.32,0.253617,50.19,0.867
